epoch,loss,val_loss
0,3596.666858361572,2948.778030063795
1,2726.2801383419655,2174.346184108568
2,2561.1713589049637,2862.6419219970703
3,2456.4984517619127,2258.630016161048
4,2468.701451987809,2110.158363342285
5,2398.246376789957,2092.590695256772
6,2391.02162548941,2069.43039985325
7,2348.4517071552013,2121.9412891553798
8,2429.142537144924,2228.8277488376784
9,2361.887486250632,2008.5971896959388
