epoch,loss,val_loss
0,5329.767074493591,4442.750293362526
1,4541.845191891607,4637.680486863659
2,4382.099611787168,4597.524071478075
3,4336.6186839212205,4417.683509088331
4,4314.821434304243,4279.392758277155
5,4279.665314999883,4397.600410707535
6,4322.948306731264,4350.35478358115
7,4298.078548372006,4165.947266609438
8,4299.402780279285,8085.235792590725
9,4182.783907478013,3847.3299432569934
