epoch,loss,val_loss
0,3543.924365833493,2692.6708738907523
1,2631.2993867324176,2168.589007999586
2,2378.122032446364,2173.5407893968663
3,2455.8228555456994,1941.3703676306684
4,2374.378002283763,2119.398085221
5,2334.479773901723,1935.1811732416568
6,2425.0857189389094,2145.08817788829
7,2274.7813161136182,1945.65391971754
8,2392.4492261570654,2121.7697591366973
9,2311.6167953818854,2322.9311251433
