epoch,loss,val_loss
0,6126.325278922303,4166.292576002038
1,4592.99143584787,3624.95457922894
2,3952.7430670751282,3924.366502844769
3,3923.5642399200024,3172.478658924932
4,3764.6413716355414,3150.6347815472145
5,3987.865833857288,3647.3245716924253
6,3531.8048078981165,4526.932808254076
7,3667.3320931212543,3601.5615977411685
8,3428.002328114967,3663.360648777174
9,3849.72988264528,2947.397259256114
